"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1933897213241160095","Sat Jun 14 15:35:26 +0000 2025","0","@detikcom Tambah gemuk aja kabinet prabowo","1933911163248787635","","detikcom","in","","0","0","0","https://x.com/undefined/status/1933911163248787635","1681507194901254144",
"1933888487687958628","Sat Jun 14 15:30:16 +0000 2025","1","@officialinews_ WAKIL KETUA @DPR_RI ko berkesimpulan Pulau2 ITU Pulau sengketa?? Bagi ku itu hanyalah kebodohan seorang menteri di kabinet @prabowo .","1933909862356009345","","officialinews_","in","","0","0","0","https://x.com/undefined/status/1933909862356009345","1615002403342012417",
"1933880355431555581","Sat Jun 14 14:55:29 +0000 2025","0","@NenkMonica Don dasco pasti puyeng ini ngeliat kerjaan menteri menteri nya prabowo yg titipan jokowi bikin ulah dan bikin runyam mulu sejak kabinet dibentuk","1933901109900550582","","NenkMonica","in","","0","0","0","https://x.com/undefined/status/1933901109900550582","1826168680050470914",
"1933671653466378533","Sat Jun 14 14:49:04 +0000 2025","1","@ariel_heryanto Menteri2 yg sudah terbiasa dgn program MENJILAT sudah tak dpt lagi membedakan antara KOTORAN TINJA &amp; MAKANAN SEHAT lantaran aktivitas keseharian nya dlm kabinet OBESITAS nya @prabowo memang hanya seputar Julur lidah &amp; MENJILATI BARANG2 YG MENjIJIKAN otak gak di pake","1933899497207447689","","ariel_heryanto","in","","0","0","0","https://x.com/undefined/status/1933899497207447689","1697498119746072576",
"1933880355431555581","Sat Jun 14 14:22:35 +0000 2025","112","@NenkMonica Pak @prabowo jangan pernah sekalipun mengusik Aceh. Menteri anda Tito Karnavian telah membuka luka lama rakyat Aceh. Jika nantinya Aceh merdeka maka Anda (Prabowo) Tito Karnavian Boby Nasution ketua DPRD Sumut Jokowi dan kabinet Anda harus tanggung jawab ‼️","1933892832085090555","","NenkMonica","in","","0","7","11","https://x.com/undefined/status/1933892832085090555","44520395",
"1933854001008980348","Sat Jun 14 14:18:18 +0000 2025","5","@BosPurwa @prabowo @bahlillahadalia Dgn membiarkan si bahlil tetep di kabinet saja sudah kesalahan besar. Untuk apa anda lapor presiden lagi?? Jelas dia cuma omon-omon. Gak berani. Pendusta","1933891751103909897","","BosPurwa","in","","0","0","0","https://x.com/undefined/status/1933891751103909897","99473222",
"1933662446562259211","Sat Jun 14 14:16:59 +0000 2025","1","@kompascom @prabowo parah amat kabinet gendutmu yg mendagri bikin konflik aceh memanas lagi yg bahhlul tambang raja ampat nah ini fadli zonk kebudayaan kata 98 gak ada pemerkosaan kabinet gendut bisanya bikin rusuh mulu","1933891423306387465","","kompascom","in","","0","0","0","https://x.com/undefined/status/1933891423306387465","1748412093903339520",
"1933889551434743998","Sat Jun 14 14:09:33 +0000 2025","9","Pernyataan Dahnil Anzar ini membuktikan bahwa Menteri Agama RI Prof. Nasaruddin Umar memang kagak bisa memimpin Kemenag RI... Artinye ada konflik internal di kabinet Merah Putih Presiden @prabowo... Upsss! @Ari3Ghozi @AirinDatangLagi @narkosun @Jelli_cent @_Rizmaya__ https://t.co/mkCCsWIDlk","1933889551434743998","https://pbs.twimg.com/ext_tw_video_thumb/1933889454487527424/pu/img/BEFfeu4N49DMuJXl.jpg","","in","","0","3","9","https://x.com/undefined/status/1933889551434743998","2958782773",
"1933882750278504492","Sat Jun 14 14:02:09 +0000 2025","2","@abu_waras Ya bagus diambil alih..solusinya dikemablihkanmke Aceh..krn itu mnyangkut kedaulatan wilayah Aceh ..kan sdh.kubilang ke Pak @prabowo jika ada genk2an di kabinet mu..langsut pecat!!..Selesai","1933887688320626753","","abu_waras","in","","0","0","0","https://x.com/undefined/status/1933887688320626753","1286557775670042625",
"1933878160262865399","Sat Jun 14 13:24:17 +0000 2025","0","AKU DITIPU MULYONO ASUUU ! Selama ini aku dapat banyak berita glorifikasi Jokowi yg ajak Prabowo gabung di kabinet 2019 Padahal pada Faktanya justru itu datang dari Bu Mega sendiri cc @PDI_Perjuangan https://t.co/m5Wy8GSIve","1933878160262865399","","","in","","0","0","0","https://x.com/undefined/status/1933878160262865399","1707296384347697152",
"1933755411355832668","Sat Jun 14 13:03:09 +0000 2025","7","@PutriKayan16645 Ini ya yang kalian cari @prabowo. Sdh kita bilang berkali2 kebijakan menteri2nya era lama yg skrang msh bercokol di kabinet itu dibuang saja. Kbijakannya semua dievaluasi. ada terlibat judol raja ampat skrang dgn aceh. Mau dibawa kmana indonesia @SBYudhoyono @AgusYudhoyono","1933872842019647713","","PutriKayan16645","in","","0","0","0","https://x.com/undefined/status/1933872842019647713","176257541",
"1933872233245741393","Sat Jun 14 13:00:49 +0000 2025","0","5. Badan Pengendalian Pembangunan dan Investigasi Khusus Dibentuk oleh Presiden Prabowo untuk memonitor dan mengawasi program-program kerja para menteri. Pembentukan Badan Pengendalian Pembangunan dan Investigasi Khusus bertujuan memaksimalkan kinerja kabinet Merah Putih.","1933872252917080309","","99propaganda","in","","0","1","0","https://x.com/undefined/status/1933872252917080309","1427095335084515333",
"1933870902892208327","Sat Jun 14 12:55:27 +0000 2025","0","Presiden @prabowo bgm bpk bs mengatakan kabinet bpk baik2 sj smntra kerja mrk menimbulkan perpecahan bangsa merusak alam merugikan ekonomi bangsa menimbulkan kegaduhan. Bpk masih percaya mrk tinggal menunggu wkt rakyat bergerak mengulang reformasi 98. @bang_dasco @Dahnilanzar","1933870902892208327","","","in","","0","0","0","https://x.com/undefined/status/1933870902892208327","1655579859085565954",
"1933854001008980348","Sat Jun 14 12:36:36 +0000 2025","1","@BosPurwa @prabowo @bahlillahadalia Bahlil dan Tito seharusnya sudah di tendang dari jajaran kabinet Pak Presiden @prabowo ibarat benalu yang membuat pemerintahan bapak jadi terlihat busuk.","1933866160841490625","","BosPurwa","in","","0","0","0","https://x.com/undefined/status/1933866160841490625","115558715",
"1933504853810295248","Sat Jun 14 12:18:32 +0000 2025","0","@BANGSAygSUJUD @prabowo @are_inismyname @99propaganda @Ndons_Back @tonybulumanu @jatmiko99604253 @Kimberley_PS08 @gtobing2903 @florieliciouss @kiwalipitu @FDonghun Pas lihat kabinet aje gile.... 100 menteri","1933861613909795112","","BANGSAygSUJUD","in","","0","1","0","https://x.com/undefined/status/1933861613909795112","1780248446227890176",
"1933754065043009806","Sat Jun 14 12:00:37 +0000 2025","0","@KangManto123 @kemendagri Gak perlu kaji ulang selama ini sdh berjalan baik2 saja skrg malah gaduh. @prabowo selamat pak menterinya bikin acara baru biar ada kerjaan.kabinet bapak kompak semua","1933857103615258648","","KangManto123","in","","0","0","0","https://x.com/undefined/status/1933857103615258648","1452411379940356099",
"1933750398726385759","Sat Jun 14 11:45:56 +0000 2025","2","@sharpandshark Waduh ! Makin mencoreng kabinet MP P'@prabowo @Gerindra (Bos Prof.@bang_dasco P'@MuzaniGerindra @Fraksi_Gerindra om @fadlizon &amp; @Dahnilanzar ). Dampak lemah reshuffle org² Mulyono yg sengaja gerogoti marwah utk percepatan naiknya Fufufafa.","1933853408865521780","","sharpandshark","in","","0","0","0","https://x.com/undefined/status/1933853408865521780","280298505",
"1933754139110223968","Sat Jun 14 11:41:27 +0000 2025","0","@MasBRO_back Berhati-hatilah Bapak @prabowo semoga video ini jadi perhatian anda dan waspada terhadap Kabinet anda @Gerindra @andre_rosiade","1933852279448514609","","MasBRO_back","in","","0","1","0","https://x.com/undefined/status/1933852279448514609","1694711483811426304",
"1933014465605419060","Sat Jun 14 02:29:31 +0000 2025","0","@KangManto123 @kemendagri Tito K dan geng Solo hanya mengganggu kerja Pak Prabowo seharusnya jgn ada di kabinet Bersih Bersih Prabowo.","1933713381380534640","","KangManto123","in","","0","0","0","https://x.com/undefined/status/1933713381380534640","1007784476313772032",
"1933539088176722196","Sat Jun 14 02:05:19 +0000 2025","0","@kompascom Pak Prabowo gakkan mampu berantas korupsi lihat aja apa yg disampaikan slalu berubah ubah membersihkan kabinet dr org org terduga korupsi aja kagak berani","1933707293377585389","","kompascom","in","","0","0","0","https://x.com/undefined/status/1933707293377585389","1534757318004355072",
"1933704505260171390","Sat Jun 14 01:54:15 +0000 2025","0","Gara2 ada Menteri Jokowi yang kerja di Kabinet @prabowo Stabilitas Negara bisa Goyah. Cc @DPR_RI @Gerindra @Puspen_TNI","1933704505260171390","","","in","","0","0","0","https://x.com/undefined/status/1933704505260171390","1592694177967456257",
"1933325963380875270","Sat Jun 14 01:36:42 +0000 2025","0","@focuzem @neVerAl0nely Harusnya klo 4 pulau itu punya Aceh skg juga punya Aceh. Ya jelas salah @jokowi ya krn masih cawe2 urusan pemerintahan Pak Prabowo dgn menempatkan org2 titipannya dlm Kabinet Merah Putih.","1933700091044639185","","focuzem","in","","0","1","0","https://x.com/undefined/status/1933700091044639185","1848877603299725315",
"1933354414204727537","Sat Jun 14 00:55:07 +0000 2025","0","@StefanAntonio__ @prabowo Tp pak pres blg g mo rombak kabinet kok..smua baek2 sj.. bshkan g ada tuh tanggapannya atas kasus Raja Ampat maupun ke-4 pulau milikAceh.","1933689623211094195","","StefanAntonio__","in","","0","0","0","https://x.com/undefined/status/1933689623211094195","1465518611632590852",
"1933683344786796927","Sat Jun 14 00:37:06 +0000 2025","2","@abu_waras Semua menteri pejabat setingkat menteri yang menjabat di periode presiden sebelumnya wajib diganti. Pak Prabowo harus membentuk kabinet yang tidak ada bau kabinet sebelumnya","1933685091852824879","","abu_waras","in","","0","0","0","https://x.com/undefined/status/1933685091852824879","1661895844243853313",
"1933677766979039319","Sat Jun 14 00:08:00 +0000 2025","2","Presiden Prabowo Subianto memastikan tak akan melakukan perombakan kabinet atau reshuffle dalam waktu dekat Prabowo menilai para pembantunya sudah bekerja dengan baik dan kompak. https://t.co/g9PjGmS3li","1933677766979039319","https://pbs.twimg.com/amplify_video_thumb/1933676258199810052/img/Pzl5w_saEZxoZ6Ju.jpg","","in","","0","2","2","https://x.com/undefined/status/1933677766979039319","1458027307734470662",
"1933676627525054593","Sat Jun 14 00:03:28 +0000 2025","3","Presiden Prabowo Subianto membantah isu reshuffle kabinet yang beredar belakangan ini. Ia menegaskan bahwa seluruh menteri telah menjalankan tugasnya dengan baik. https://t.co/RWbr1DQcOA","1933676627525054593","https://pbs.twimg.com/media/GtXMnqBaQAAGv0D.jpg","","in","","0","2","2","https://x.com/undefined/status/1933676627525054593","706870892400345088",
"1933412262309699804","Fri Jun 13 23:56:20 +0000 2025","0","@MMehonx @Tan_Mar3M @geloraco @prabowo @titokarnavian_ Lho kan katanya kabinet sekarang sdh bekerja dgn baik .. oppo iki standare ","1933674832971116598","","MMehonx","in","","0","0","0","https://x.com/undefined/status/1933674832971116598","1358746373215035393",
"1933527067473424863","Fri Jun 13 23:42:27 +0000 2025","0","@republikaonline Pernyataan Pak bos @prabowo kinerja semua menteri OK kok. Tak perlu reshuffle katanya. Pdhl si Tito sdh menimbulkan amarah besar bagi rakyat Aceh. Nunggu pemberontakan riil dulu baru di reshuffle? Prihatin dgn kinerja kabinet gembrot.️","1933671338407047240","","republikaonline","in","","0","0","0","https://x.com/undefined/status/1933671338407047240","1550030996493729797",
"1933667042647028049","Fri Jun 13 23:25:23 +0000 2025","0","Prabowo Pastikan Tak Ada Reshuflle Kabinet: Tim Saya Bekerja dengan Baik https://t.co/Q7PX1PVrC2","1933667042647028049","","","in","","0","0","0","https://x.com/undefined/status/1933667042647028049","1654444745303945216",
"1933662704482521322","Fri Jun 13 23:08:09 +0000 2025","0","Menurut pak presiden @Prabowo Menteri saya sdh Bekerja dg Baik jadi dalam waktu dekat tidak akan ada reshuffle kabinet. Jd analisa para pengamat politik akhir2 ini ternyata Paradox dong dg pernyataan beliau.","1933662704482521322","","","in","","0","0","0","https://x.com/undefined/status/1933662704482521322","851004875433320448",
"1933040112990105807","Fri Jun 13 19:07:45 +0000 2025","0","@geloraco Kata Prabowo kabinet nya semua bagus2 kalau ada mentri yang berusaha memindahkan hak provsi ke provinsi lain demi merampok migasnya itu baik mas Prabowo ? ttp aja si omon2 dalam kendali geng Solo","1933602207917645864","","geloraco","in","","0","0","0","https://x.com/undefined/status/1933602207917645864","987590093346091008",
"1933404291597021275","Fri Jun 13 19:01:28 +0000 2025","0","@SmileyNDeLight @EviDrajat Mau sampai kapan @prabowo menyimpan borok busuk yg terus gerogoti pemerintahannya? Apakah krn @jokowi pegang kendali sehingga tak memungkinkan bagi PRABOWO utk mereshuffle kabinet? Lama2 publik tambah gak percaya dgn pemerintah ini dampaknya bisa menghambat pertumbuhan ekonomi.","1933600626749157889","","SmileyNDeLight","in","","0","0","0","https://x.com/undefined/status/1933600626749157889","1606687897314557954",
"1933360801504756074","Fri Jun 13 18:31:52 +0000 2025","4","@AirinDatangLagi Betul kenapa Prabowo takut sama Jokowi karna ada rahasia pribadi Prabowo ditangan Jokowi bukan masalah korupsi yang jelas apabila Prabowo Subianto me-reshuffle orang2jokowi di kabinet nya rahasia Prabowo Subianto akan bongkar Jokowi","1933593175706513780","","AirinDatangLagi","in","","0","0","0","https://x.com/undefined/status/1933593175706513780","1669625075761582080",
"1933502268751647023","Fri Jun 13 17:26:13 +0000 2025","0","@CNNIndonesia Maaf Presiden Prabowo prediksi anda benar 2030 Indonesia bakalan bubar... Orang2 jokowi di kabinet anda lah penyebab nya","1933576654393389377","","CNNIndonesia","in","","0","0","0","https://x.com/undefined/status/1933576654393389377","1379865934978936833",
"1933562853598056824","Fri Jun 13 16:31:22 +0000 2025","1","Menkop Budi Arie disebut banyak menuai keberhasilan selama memimpin. Hal ini disebut layak untuk terus dipertahankan sebagai Menkop. Nama menkop #BudiArieSetiadi yang kini dipercaya oleh Presiden Prabowo dalam kabinet merah putih sebagai Menteri Koperasi memang sangat luar biasa. https://t.co/6cUoXAVZU4","1933562853598056824","https://pbs.twimg.com/ext_tw_video_thumb/1933562838527950848/pu/img/IU7v1TcEQ5-7KwQB.jpg","","in","","0","0","0","https://x.com/undefined/status/1933562853598056824","1900438655287910401",
"1933560522672386134","Fri Jun 13 16:22:07 +0000 2025","0","Waduh posisi gibran makin terancam deh ini. Power backingannya udah abis banget Siap2 ada reshuffle kabinet besar2an. Orang2 penting backing jokowi dibuang masukin orang2 PDIP dan prabowo Orang2 jokowi yg bermasalah bakal dihabisin satu2. We ll see the drama","1933560522672386134","","","in","","0","0","0","https://x.com/undefined/status/1933560522672386134","331650905",
"1933138581742363048","Fri Jun 13 15:55:45 +0000 2025","0","@xquitavee @prabowo Mantap presiden kabinet. Tertutup mulut pengahasut","1933553887098909156","","xquitavee","in","","0","0","0","https://x.com/undefined/status/1933553887098909156","915862355757510656",
"1933547332752314503","Fri Jun 13 15:29:42 +0000 2025","110","Bersama para Menteri Kabinet Merah Putih saya menghadiri peresmian Kampus Bhinneka Tunggal Ika Universitas Pertahanan oleh Presiden @prabowo di Bogor Provinsi Jawa Barat pada Rabu sore (11/6). Acara ini juga dihadiri oleh salah satu pendiri UNHAN yaitu Presiden Republik https://t.co/4Er572BNTe","1933547332752314503","https://pbs.twimg.com/media/GtVWt1ya4AADwal.jpg","","in","","0","7","31","https://x.com/undefined/status/1933547332752314503","842986784",
"1933546684044489201","Fri Jun 13 15:27:07 +0000 2025","0","Halo @prabowo negeri ini bukan punya geng solo Kami akan perang dgn mereka sampai mati sebelum negeri ini hancur atau anda pecat segera geng solo dari kabinet CC @muhammadiyah @MUIPusat @_bemsi @ppmuhammadiyah","1933546684044489201","","","in","","0","0","0","https://x.com/undefined/status/1933546684044489201","1299376203334217729",
"1933546513231458323","Fri Jun 13 15:26:26 +0000 2025","0","Isu Reshuffle Kabinet Merah Putih Merebak Presiden Prabowo Beri Bantahan: Saya Tidak Ada Rencana https://t.co/aJgpKYQiO9","1933546513231458323","","","in","","0","0","0","https://x.com/undefined/status/1933546513231458323","174631261",
"1933514843518345257","Fri Jun 13 15:05:30 +0000 2025","0","@KompasTV NAD kelihatannya sdh mulai bergejolak tuh Pak @prabowo . Bisa jadi ini karena kinerja salah seorang di kabinet bapak kinerjanya kurang atau bahkan tidak optimal","1933541242123816963","","KompasTV","in","","0","0","0","https://x.com/undefined/status/1933541242123816963","202184261",
"1933315753824170161","Fri Jun 13 15:01:57 +0000 2025","1","@becak50 Telah lebih dari 100 hari @prabowo menjalankan kabinet OBESITAS nya tak satu pun permasalahan yg bersentuhan dgn persoalan bangsa dan negara di urus serius &amp; benar kian hari malah hanya sibuk OMON2 Mempublish- kan diri dgn pencitraan statemen 2 BOTOL persis MULYONO.","1933540348049199575","","becak50","in","","0","0","0","https://x.com/undefined/status/1933540348049199575","1697498119746072576",
"1933538478928826550","Fri Jun 13 14:54:31 +0000 2025","1","Para pengamat sprtinya meleset ttg Reshuffle kabinet yg akan dilakukan prabowo ybs bilang nyaman dgn cara kerja menteri2nya. Pdhl sy pun menilai bbrp kinerja menteri mbuat gaduh rakyat. Seprtinya negeri ini mmg sedang menuju kehancuran!!","1933538478928826550","","","in","","0","0","0","https://x.com/undefined/status/1933538478928826550","259138337",
"1933534124914208768","Fri Jun 13 14:37:13 +0000 2025","2","Itu knp Tito di pertahankan Jokowi Sampe di titipin di kabinet Prabowo... Rupanya ada misi Keruk SDA blom tuntas","1933534124914208768","","","in","","0","0","0","https://x.com/undefined/status/1933534124914208768","1626003180080472064",
"1933339904735654282","Fri Jun 13 14:34:13 +0000 2025","0","@Yurissa_Samosir @RajaJuliAntoni @aniesbaswedan @choymarkochoy_ @ay_prakasa2225 @JamalBoegis @msaid_didu @AmaluddinSSili1 @nomerorae @Panitia68285950 @yaniarsim @PutriKayan16645 @amelcewaw orang orang PSI peak kok bisa dipercaya dan dipegang kata katanya cemen loe juli blokir gua.. woiiiiiiii gak malu apa? habis kritik dan hina pak prabowo skeg loe di kabinet nya ???? fermentasi ludah sendiri loe jilat","1933533370887385470","","Yurissa_Samosir","in","","0","0","0","https://x.com/undefined/status/1933533370887385470","138503302",
"1933437980838146572","Fri Jun 13 14:11:28 +0000 2025","0","@JokoTho23373420 @yaniarsim @prabowo @Kemendagri_RI Bersihkan kabinet dan pemerintahan dari dinasty Solo ","1933527645331075296","","JokoTho23373420","in","","0","0","0","https://x.com/undefined/status/1933527645331075296","1780072132845924352",
"1933527275276054994","Fri Jun 13 14:10:00 +0000 2025","2","NGAWUR! Menteri Kabinet Prabowo Mau 'Pelintir' Sejarah Pemerkosaan Massal 1998 https://t.co/4igBvP550A","1933527275276054994","","","in","","0","1","0","https://x.com/undefined/status/1933527275276054994","1243804423001763841",
"1933437980838146572","Fri Jun 13 14:00:51 +0000 2025","0","@andrisurya79 @yaniarsim @prabowo @Kemendagri_RI Segera resafel kabinet bersihkan dari dinasty Solo ","1933524971621581187","","andrisurya79","in","","0","0","0","https://x.com/undefined/status/1933524971621581187","1780072132845924352",
"1933480727028625822","Fri Jun 13 13:49:59 +0000 2025","0","@ARSIPAJA Mana si yang paling pembela HAM dan menjadi Menteri HAM kabinet ini ya??? Kok memble aje?? @NataliusPigai2 @prabowo #indonesiagelap","1933522239775027658","","ARSIPAJA","in","","0","0","0","https://x.com/undefined/status/1933522239775027658","49386986",
"1933514843518345257","Fri Jun 13 13:20:36 +0000 2025","26","Prabowo Pastikan Tak Ada Reshuffle Kabinet Kinerja Para Menteri Sudah Maksimal? https://t.co/1gK9TA8WaV","1933514843518345257","","","in","","4","68","5","https://x.com/undefined/status/1933514843518345257","71436318",
"1933513751699075228","Fri Jun 13 13:16:16 +0000 2025","0","Prabowo tidak berdaya untuk me resuffle mentri pilihan mulyono pada kabinetnya negara ini ternyata tidak dapat di atur oleh Presiden @prabowo begitu banyak kasus dari mentri di kabinet prabowo di pertontonkan ke rakyat tapi prabowo tidak berbuat apa-apa! @cnni @OCCRP","1933513751699075228","","","in","","0","0","0","https://x.com/undefined/status/1933513751699075228","1675011538460229633",
"1933505105711845882","Fri Jun 13 12:41:54 +0000 2025","0","Presiden Prabowo memberikan apresiasi langsung kepada menko infrastruktur Agus Harimurti Yudhoyono atas kinerjanya yang gesit dan cepat tanggal. Pernyataan ini memperkuat soliditas di kabinet dan menunjukkan bahwa prabowo memilih pembantunya dengan pertimbangan kapasitas https://t.co/uThfNEzwdp","1933505105711845882","https://pbs.twimg.com/media/GtUwpXFbMAoC65t.jpg","","in","","0","0","0","https://x.com/undefined/status/1933505105711845882","1370583149218951168",
"1933502333071339885","Fri Jun 13 12:30:53 +0000 2025","0","Tidak ada resuffle dalam waktu dekat semua bekerja sesuai harapan harapan presiden Prabowo. Padahal rakyatlah terimbas dan merasakan akibat banyaknya anggota kabinet yang blunder.","1933502333071339885","","","in","","0","0","0","https://x.com/undefined/status/1933502333071339885","1456628197081038848",
"1933502109389107720","Fri Jun 13 12:30:00 +0000 2025","0","Tepis Isu Reshuffle Kabinet Prabowo: Menteri Saya Bekerja Baik https://t.co/MIlFVBEbOp","1933502109389107720","","","in","","0","0","0","https://x.com/undefined/status/1933502109389107720","3306771829",
"1933499544450576819","Fri Jun 13 12:19:48 +0000 2025","0","@prabowo Aceh Merdeka gara2 ulah Menteri yang loyal ke @jokowi yang kerja di Kabinet anda Cc @DPR_RI @Gerindra","1933499544450576819","","prabowo","in","","0","0","0","https://x.com/undefined/status/1933499544450576819","1592694177967456257",
"1933031047442411835","Fri Jun 13 12:18:54 +0000 2025","1","@Urrangawak Beraihkan kabinet dari geng solo pak Presiden @prabowo","1933499316922167314","","Urrangawak","in","","0","0","0","https://x.com/undefined/status/1933499316922167314","373930288",
"1933499078207549536","Fri Jun 13 12:17:57 +0000 2025","0","Kisruh job desc kabinet gemoy prabowo ? @pasfm @feb_ugm @setkabgoid","1933499078207549536","","","in","","0","0","0","https://x.com/undefined/status/1933499078207549536","1017571640",
"1933383873477685353","Fri Jun 13 12:17:34 +0000 2025","0","@NenkMonica Bersihkan geng solo dari kabinet pak Presiden @prabowo","1933498980576735395","","NenkMonica","in","","0","0","0","https://x.com/undefined/status/1933498980576735395","373930288",
"1933494562078757322","Fri Jun 13 12:00:00 +0000 2025","20","Kabinet Merah Putih Disebut Bekerja Keras Presiden Prabowo Tegaskan Tak Ada Reshuffle https://t.co/P50YC8Ma9S","1933494562078757322","","","in","","10","37","4","https://x.com/undefined/status/1933494562078757322","18129942",
